timestamp,reflectivity_max,reflectivity_mean
2025-09-13 16:06:00,254,194.82765101317977
2025-09-13 16:11:00,254,196.67071416524107
2025-09-13 16:16:00,254,197.41667710767896
2025-09-13 16:21:00,254,194.29899525335517
2025-09-13 16:26:00,254,197.56221718911885
2025-09-13 16:31:00,254,196.58708406621207
2025-09-13 16:36:00,254,196.05790982230354
