timestamp,brightness_temp_min,motion_vector_x,motion_vector_y
2025-09-13 17:03:00,23,0.32873314233204254,0.3132995251304298
2025-09-13 17:33:00,0,0.6128261611816417,0.869727343877422
2025-09-13 17:48:00,10,-0.6966319176355016,0.48481902468236915
