last_updated_epoch,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index
1693004880,767.7,82.3,2.3,1.2,78.6,82.3,4,10
1693004881,267.0,46.5,3.3,1.0,12.8,21.6,1,2
1693004882,867.8,54.4,3.0,0.9,47.3,50.5,3,5
1693004883,253.7,48.6,3.0,2.4,7.0,7.3,1,1
1693004884,267.0,53.6,2.0,3.3,20.2,20.9,2,2
1693004885,267.0,56.5,2.0,2.7,14.2,14.7,1,2
1693004886,267.0,45.8,3.0,2.9,14.5,15.4,1,2
1693004887,253.7,57.9,2.3,3.0,12.9,13.4,1,2
1693004888,297.1,48.6,5.4,5.1,8.2,8.6,1,1
1693004889,277.0,43.6,2.1,3.1,25.6,27.5,2,3
1693004890,280.4,50.8,2.7,3.9,19.7,21.2,2,2
1693004891,270.4,52.2,2.2,3.0,14.3,14.8,1,2
1693004892,283.7,50.1,4.0,5.5,16.6,17.4,2,2
1693004893,253.7,57.9,2.3,3.0,12.9,13.4,1,2
1693004894,277.0,43.6,2.4,1.9,9.6,10.0,1,1
1693004895,267.0,60.1,2.0,2.4,12.4,12.8,1,2
1693004896,320.4,37.9,6.1,4.2,9.0,9.3,1,1
1693004897,253.7,45.8,2.8,2.2,6.8,7.2,1,1
1693004898,303.8,41.5,4.7,3.6,12.2,12.7,1,2
1693004899,273.7,25.8,5.6,1.5,6.9,7.9,1,1
1693004900,230.3,4.0,0.5,0.2,10.6,11.3,1,1
1693004901,1094.8,1.5,14.9,1.7,82.6,95.3,4,10
1693004902,380.5,12.9,11.5,8.5,11.1,14.6,1,1
1693004903,1415.3,27.2,19.9,7.5,102.0,112.3,4,10
1693004904,1174.9,14.5,11.3,1.4,70.1,78.1,4,9
1693004905,307.1,34.7,4.5,0.7,16.4,28.0,2,2
1693004906,607.5,0.1,4.2,1.6,29.2,36.0,2,3
1693004907,660.9,11.8,6.9,3.5,36.2,41.6,2,4
1693004908,1201.6,43.6,22.3,19.1,114.1,132.5,4,10
1693004909,440.6,15.0,11.8,11.6,21.3,21.9,2,2
1693004910,647.5,0.2,27.1,42.4,26.9,32.8,2,3
1693004911,2349.9,0.5,77.5,66.8,196.9,238.8,5,10
1693004912,701.0,0.3,23.7,6.6,50.3,51.5,3,6
1693004913,250.3,27.5,3.3,0.8,7.6,8.6,1,1
1693004914,1735.7,10.9,43.9,35.8,148.5,187.9,4,10
1693004915,243.7,0.5,1.1,0.2,5.2,5.9,1,1
1693004916,250.3,20.9,5.1,2.1,2.5,3.3,1,1
1693004917,307.1,20.4,5.2,1.5,6.6,7.3,1,1
1693004918,233.7,24.3,6.2,7.6,20.6,27.3,2,2
1693004919,701.0,20.2,7.9,5.3,27.5,27.8,2,3
1693004920,841.1,21.3,4.2,0.7,16.5,17.0,2,2
1693004921,527.4,30.0,2.3,0.3,12.3,13.1,1,2
1693004922,273.7,39.7,2.2,1.2,11.5,12.1,1,1
1693004923,774.4,20.7,2.9,0.4,16.1,17.1,2,2
1693004924,867.8,24.7,3.8,0.5,14.5,15.1,1,2
1693004925,794.4,11.4,8.3,4.0,52.6,56.1,3,6
1693004926,794.4,22.5,3.0,0.9,33.9,35.0,2,3
1693004927,547.4,41.5,2.8,1.6,14.9,15.2,1,2
1693004928,667.6,37.6,4.2,3.6,16.4,16.8,2,2
1693004929,454.0,23.3,10.1,6.6,32.1,33.4,2,3
1693004930,507.4,4.8,21.9,7.9,41.1,41.7,3,4
1693004931,854.5,16.8,7.2,1.1,41.6,43.0,3,4
1693004932,243.7,29.3,5.1,5.4,9.1,10.9,1,1
1693004933,514.0,25.4,10.5,7.5,36.9,37.8,2,4
1693004934,547.4,41.5,2.8,1.6,14.9,15.2,1,2
1693004935,620.8,46.5,3.5,2.3,13.0,13.6,1,2
1693004936,507.4,43.3,3.5,0.7,23.0,24.8,2,2
1693004937,417.2,50.1,3.3,2.7,13.7,14.3,1,2
1693004938,687.6,16.3,3.3,0.6,27.2,27.7,2,3
1693004939,667.6,36.8,5.6,0.7,28.3,30.8,2,3
1693004940,607.5,22.4,5.4,2.8,20.1,20.8,2,2
1693004941,774.4,25.8,3.9,1.7,26.7,27.0,2,3
1693004942,687.6,31.1,5.6,4.6,20.7,21.1,2,2
1693004943,634.2,48.6,3.0,1.0,18.9,20.7,2,2
1693004944,243.7,29.3,5.1,5.4,9.1,10.9,1,1
1693004945,734.3,55.1,1.8,0.2,16.0,16.4,2,2
1693004946,727.7,34.0,6.9,5.8,43.2,43.8,3,5
1693004947,787.7,22.5,8.7,3.3,35.1,36.4,2,3
1693004948,303.8,45.8,4.8,5.0,24.8,29.8,2,3
1693004949,600.8,27.2,1.9,0.3,16.8,17.5,2,2
1693004950,257.0,54.4,2.0,1.4,10.2,10.7,1,1
1693004951,527.4,3.9,6.0,1.2,34.7,35.8,2,3
1693004952,727.7,44.0,4.3,1.3,24.4,25.0,2,3
1693004953,580.8,12.2,11.8,3.3,37.7,38.1,2,4
1693004954,420.6,50.1,2.3,0.7,17.0,18.5,2,2
1693004955,467.3,7.3,9.2,6.5,21.0,23.9,2,2
1693004956,393.9,27.2,5.4,3.5,30.8,32.3,2,3
1693004957,277.0,34.3,6.3,6.6,23.0,25.8,2,2
1693004958,854.5,27.5,3.9,0.6,15.6,16.4,2,2
1693004959,741.0,57.9,4.2,3.2,80.2,84.8,4,10
1693004960,814.4,2.8,19.5,2.4,49.0,52.2,3,6
1693004961,640.9,36.5,4.2,5.2,25.4,25.8,2,3
1693004962,680.9,55.8,1.8,0.5,20.1,20.3,2,2
1693004963,694.3,45.1,3.3,0.7,26.9,27.1,2,3
1693004964,277.0,71.5,2.2,6.1,22.0,23.3,2,2
1693004965,527.4,10.5,5.6,2.3,16.5,17.6,2,2
1693004966,447.3,2.2,10.0,1.6,33.4,34.5,2,3
1693004967,841.1,21.3,4.2,0.7,16.5,17.0,2,2
1693004968,190.3,31.5,0.7,0.2,8.3,11.6,1,1
1693004969,701.0,75.8,17.0,7.4,73.9,80.7,4,10
1693004970,707.6,37.2,5.3,3.2,54.7,56.9,3,7
1693004971,307.1,35.4,7.4,0.8,22.7,29.4,2,2
1693004972,701.0,75.8,17.0,7.4,73.9,80.7,4,10
1693004973,514.0,2.4,30.2,38.2,38.8,41.0,2,4
1693004974,353.8,47.9,5.4,0.4,30.7,35.0,2,3
1693004975,447.3,35.1,8.3,2.6,34.6,43.3,2,3
1693004976,767.7,35.1,7.8,7.3,43.3,44.6,3,5
1693004977,767.7,16.1,16.1,2.8,89.1,110.7,4,10
1693004978,907.9,14.1,27.8,3.8,65.8,85.6,4,9
1693004979,423.9,47.9,3.8,2.1,29.0,39.6,2,3
1693004980,907.9,14.1,27.8,3.8,65.8,85.6,4,9
1693004981,907.9,14.1,27.8,3.8,65.8,85.6,4,9
1693004982,767.7,16.1,16.1,2.8,89.1,110.7,4,10
1693004983,193.6,71.5,0.4,0.1,12.3,17.4,1,2
1693004984,654.2,66.5,9.9,4.4,57.5,73.2,3,7
1693004985,390.5,61.5,2.5,0.5,44.9,52.1,3,5
1693004986,654.2,66.5,9.9,4.4,57.5,73.2,3,7
1693004987,540.7,55.1,8.1,4.5,37.5,45.8,2,4
1693004988,654.2,66.5,9.9,4.4,57.5,73.2,3,7
1693004989,767.7,16.1,16.1,2.8,89.1,110.7,4,10
1693004990,654.2,66.5,9.9,4.4,57.5,73.2,3,7
1693004991,640.9,53.6,3.1,1.8,26.6,27.1,2,3
1693004992,427.3,100.1,2.0,3.5,34.4,43.7,2,3
1693004993,767.7,16.1,16.1,2.8,89.1,110.7,4,10
1693004994,574.1,16.5,10.9,0.9,61.7,73.9,3,8
1693004995,260.4,84.4,0.4,0.4,23.9,29.8,2,2
1693004996,363.8,52.2,3.6,0.6,27.0,32.7,2,3
1693004997,203.6,32.9,1.3,1.8,8.1,11.0,1,1
1693004998,191.9,35.8,0.1,0.3,6.3,9.4,1,1
1693004999,212.0,26.1,1.6,0.6,8.5,12.9,1,1
1693005000,514.0,25.8,9.8,0.9,24.7,30.5,2,3
1693005001,317.1,15.7,10.8,5.5,18.7,23.8,2,2
1693005002,774.4,75.8,3.9,3.4,61.9,62.9,3,8
1693005003,195.3,29.0,1.6,1.5,9.9,15.4,1,1
1693005004,327.1,19.3,7.0,2.7,13.9,24.0,1,2
1693005005,198.6,28.3,1.0,0.4,8.4,11.8,1,1
1693005006,303.8,45.8,4.8,5.0,24.8,29.8,2,3
1693005007,203.6,20.0,10.8,12.2,13.0,19.4,1,2
1693005008,213.6,32.2,2.6,0.9,10.9,27.9,1,1
1693005009,198.6,41.8,1.6,3.3,13.9,60.4,1,2
1693005010,233.7,34.7,4.2,3.4,13.4,21.6,1,2
1693005011,191.9,35.8,0.1,0.3,6.3,9.4,1,1
1693005012,193.6,28.3,1.1,0.6,9.7,12.8,1,1
1693005013,195.3,33.6,0.2,0.2,7.7,17.0,1,1
1693005014,208.6,29.0,1.5,1.4,8.2,11.2,1,1
1693005015,208.6,29.0,1.5,1.4,8.2,11.2,1,1
1693005016,196.9,36.5,0.2,0.2,6.8,13.4,1,1
1693005017,195.3,30.8,0.3,0.2,7.4,11.7,1,1
1693005018,203.6,32.9,1.3,1.8,8.1,11.0,1,1
1693005019,212.0,30.8,2.3,1.4,9.5,23.7,1,1
1693005020,195.3,32.5,0.6,0.2,9.7,19.6,1,1
1693005021,310.4,19.3,8.1,4.4,10.8,21.1,1,1
1693005022,203.6,32.9,1.3,1.8,8.1,11.0,1,1
1693005023,357.2,20.6,9.3,4.9,23.9,27.5,2,2
1693005024,460.6,30.0,10.4,8.4,31.0,32.7,2,3
1693005025,660.9,0.0,27.8,17.4,39.7,46.6,2,4
1693005026,243.7,22.4,8.6,11.8,3.0,4.1,1,1
1693005027,260.4,29.0,5.5,2.6,2.7,3.9,1,1
1693005028,734.3,8.7,19.4,6.9,68.4,69.8,4,9
1693005029,263.7,39.3,4.6,1.4,5.4,7.4,1,1
1693005030,323.8,19.7,8.9,6.4,23.9,26.6,2,2
1693005031,534.1,7.5,9.9,2.1,26.1,27.7,2,3
1693005032,208.6,23.6,2.3,0.4,1.0,2.1,1,1
1693005033,303.8,39.0,4.9,3.3,10.6,11.9,1,1
1693005034,260.4,22.5,5.4,1.7,2.4,4.0,1,1
1693005035,417.2,14.0,8.8,3.7,17.7,22.0,2,2
1693005036,600.8,0.3,24.3,9.5,36.6,39.0,2,4
1693005037,433.9,15.0,7.0,3.5,16.8,17.3,2,2
1693005038,774.4,2.2,32.9,18.6,55.6,58.8,3,7
1693005039,1575.5,0.0,37.7,65.8,89.9,91.6,4,10
1693005040,600.8,0.0,43.9,26.9,42.8,44.8,3,5
1693005041,554.1,1.1,30.5,12.9,40.3,42.5,2,4
1693005042,377.2,16.1,11.5,7.6,27.5,29.5,2,3
1693005043,323.8,17.0,12.2,11.3,25.5,27.9,2,3
1693005044,417.2,17.4,5.1,1.7,8.2,8.9,1,1
1693005045,674.3,16.5,11.0,3.8,30.9,38.0,2,3
1693005046,560.8,8.2,15.4,6.1,46.8,54.8,3,5
1693005047,423.9,5.3,19.9,14.5,25.6,29.4,2,3
1693005048,474.0,5.2,18.5,11.2,45.6,50.5,3,5
1693005049,527.4,0.0,35.6,32.9,44.7,46.9,3,5
1693005050,370.5,20.0,6.0,2.1,19.6,22.2,2,2
1693005051,427.3,15.7,6.3,2.4,11.5,12.2,1,1
1693005052,1575.5,0.0,37.7,65.8,89.9,91.6,4,10
1693005053,520.7,21.8,10.0,7.2,46.3,48.0,3,5
1693005054,1575.5,0.0,37.7,65.8,89.9,91.6,4,10
1693005055,701.0,30.4,14.6,11.2,55.6,65.8,3,7
1693005056,614.2,7.7,19.2,8.7,46.5,55.1,3,5
1693005057,754.4,15.2,10.8,3.4,34.2,43.0,2,3
1693005058,881.2,5.7,11.7,1.8,39.0,53.4,2,4
1693005059,460.6,20.0,10.5,7.8,42.7,47.2,3,5
1693005060,560.8,8.2,15.4,6.1,46.8,54.8,3,5
1693005061,203.6,26.1,4.9,3.1,4.1,5.1,1,1
1693005062,567.4,20.7,10.9,6.2,36.7,43.6,2,4
1693005063,961.3,6.4,7.6,1.4,53.8,64.0,3,6
1693005064,834.5,9.8,18.7,9.4,40.1,51.9,2,4
1693005065,323.8,17.0,12.2,11.3,25.5,27.9,2,3
1693005066,423.9,47.9,3.8,2.1,29.0,39.6,2,3
1693005067,781.1,10.6,10.6,2.8,38.0,47.0,2,4
1693005068,801.1,25.4,10.9,5.4,38.8,46.8,2,4
1693005069,894.6,15.7,18.2,11.6,52.3,63.4,3,6
1693005070,801.1,23.6,8.6,4.4,30.5,38.1,2,3
1693005071,620.8,39.3,9.6,7.2,47.3,51.3,3,5
1693005072,774.4,16.1,9.2,3.4,31.3,41.0,2,3
1693005073,781.1,10.6,10.6,2.8,38.0,47.0,2,4
1693005074,694.3,27.9,17.1,15.0,52.9,62.6,3,6
1693005075,320.4,20.7,1.6,0.3,6.5,7.7,1,1
1693005076,827.8,10.0,17.0,9.2,37.4,48.9,2,4
1693005077,727.7,17.0,16.1,8.4,40.2,51.5,2,4
1693005078,547.4,29.7,9.2,6.6,46.7,52.3,3,5
1693005079,654.2,10.2,16.5,7.6,39.6,47.9,2,4
1693005080,654.2,10.2,16.5,7.6,39.6,47.9,2,4
1693005081,801.1,23.6,8.6,4.4,30.5,38.1,2,3
1693005082,721.0,13.4,19.0,10.0,50.0,60.6,3,6
1693005083,400.5,21.1,6.0,2.4,24.9,28.1,2,3
1693005084,721.0,13.4,19.0,10.0,50.0,60.6,3,6
1693005085,707.6,13.1,11.5,4.1,34.3,41.9,2,3
1693005086,4753.1,0.0,24.3,17.4,410.9,466.7,6,10
1693005087,1281.7,0.1,12.9,2.7,138.5,144.8,4,10
1693005088,3791.8,0.0,69.9,19.6,317.8,362.7,6,10
1693005089,1321.8,8.9,18.0,3.0,145.7,165.8,4,10
1693005090,1388.6,17.4,12.5,2.2,197.2,213.0,5,10
1693005091,1161.6,7.2,12.2,3.4,203.7,217.8,5,10
1693005092,1482.0,4.6,19.7,2.7,142.7,157.3,4,10
1693005093,1815.8,0.1,32.9,7.6,174.7,190.1,5,10
1693005094,1148.2,11.8,12.5,1.3,126.1,143.1,4,10
1693005095,1415.3,13.4,21.1,8.0,158.9,177.2,5,10
1693005096,1548.8,0.3,21.3,1.8,170.7,196.8,5,10
1693005097,1108.2,49.4,6.3,2.2,185.9,195.9,5,10
1693005098,3578.2,0.0,44.6,40.5,301.1,379.9,6,10
1693005099,1134.9,64.4,6.6,3.9,208.1,217.0,5,10
1693005100,1455.3,60.8,7.8,10.0,237.9,250.2,5,10
1693005101,921.3,7.9,18.7,1.6,42.0,53.7,3,5
1693005102,1215.0,40.4,8.3,3.4,146.6,166.5,4,10
1693005103,1508.7,3.3,14.6,2.8,187.2,207.4,5,10
1693005104,1455.3,0.2,21.8,4.2,141.0,187.2,4,10
1693005105,201.9,27.5,1.2,0.5,4.8,5.5,1,1
1693005106,220.3,55.1,0.2,0.2,3.1,4.8,1,1
1693005107,507.4,16.8,8.0,3.6,14.4,14.6,1,2
1693005108,240.3,27.2,3.0,0.5,0.9,1.7,1,1
1693005109,217.0,34.0,2.9,0.3,8.8,9.9,1,1
1693005110,480.7,23.3,4.7,1.1,12.8,14.9,1,2
1693005111,560.8,17.7,5.4,3.1,19.2,21.4,2,2
1693005112,560.8,34.3,7.2,1.7,20.8,23.1,2,2
1693005113,360.5,21.1,2.7,0.6,5.5,6.2,1,1
1693005114,774.4,3.4,7.6,1.0,55.3,66.3,3,7
1693005115,393.9,6.1,4.2,2.8,8.1,9.0,1,1
1693005116,701.0,5.4,13.9,1.8,42.0,47.0,3,5
1693005117,794.4,11.8,8.2,0.8,44.1,48.7,3,5
1693005118,480.7,23.3,4.7,1.1,12.8,14.9,1,2
1693005119,283.7,9.9,0.6,0.2,8.5,11.9,1,1
1693005120,203.6,13.2,1.7,0.3,7.3,8.7,1,1
1693005121,948.0,44.0,8.0,1.7,53.8,56.8,3,6
1693005122,701.0,5.4,13.9,1.8,42.0,47.0,3,5
1693005123,480.7,23.3,4.7,1.1,12.8,14.9,1,2
1693005124,948.0,15.0,8.8,2.0,52.0,59.1,3,6
1693005125,640.9,4.3,8.1,1.4,30.6,34.8,2,3
1693005126,480.7,23.3,4.7,1.1,12.8,14.9,1,2
1693005127,507.4,44.4,1.3,0.3,32.7,34.3,2,3
1693005128,460.6,30.0,10.4,8.4,31.0,32.7,2,3
1693005129,390.5,19.3,12.9,4.8,9.2,13.6,1,1
1693005130,433.9,17.4,17.5,10.3,15.9,21.6,2,2
1693005131,207.0,33.6,1.9,2.3,1.8,2.4,1,1
1693005132,205.3,0.3,2.1,0.1,4.1,4.5,1,1
1693005133,227.0,0.0,4.5,0.2,3.2,3.6,1,1
1693005134,227.0,0.0,4.5,0.2,3.2,3.6,1,1
1693005135,205.3,0.3,2.1,0.1,4.1,4.5,1,1
1693005136,360.5,0.6,2.7,0.6,12.8,13.5,1,2
1693005137,360.5,0.6,2.7,0.6,12.8,13.5,1,2
1693005138,201.9,27.5,1.2,0.5,4.8,5.5,1,1
1693005139,313.8,9.5,5.1,0.4,9.5,10.3,1,1
1693005140,257.0,0.7,1.2,0.1,9.6,9.9,1,1
1693005141,607.5,0.3,33.2,49.1,27.9,34.6,2,3
1693005142,363.8,0.1,3.6,0.4,12.4,14.2,1,2
1693005143,300.4,6.4,4.1,0.6,10.6,14.3,1,1
1693005144,300.4,6.4,4.1,0.6,10.6,14.3,1,1
1693005145,300.4,6.4,4.1,0.6,10.6,14.3,1,1
1693005146,300.4,6.4,4.1,0.6,10.6,14.3,1,1
1693005147,420.6,3.9,4.6,1.6,19.2,22.6,2,2
1693005148,290.4,4.9,0.9,0.2,10.4,12.3,1,1
1693005149,290.4,4.9,0.9,0.2,10.4,12.3,1,1
1693005150,243.7,6.4,4.0,0.8,9.4,11.7,1,1
1693005151,340.5,1.8,0.9,0.1,16.8,17.7,2,2
1693005152,313.8,1.3,2.0,0.2,12.7,16.1,1,2
1693005153,250.3,8.3,1.4,0.5,12.6,14.8,1,2
1693005154,340.5,1.8,0.9,0.1,16.8,17.7,2,2
1693005155,307.1,24.3,3.5,0.4,5.5,6.1,1,1
1693005156,300.4,27.9,3.6,0.4,6.2,6.8,1,1
1693005157,393.9,3.3,4.3,2.2,8.5,9.4,1,1
1693005158,233.7,22.7,3.4,0.6,1.5,2.5,1,1
1693005159,313.8,11.6,2.7,1.0,15.7,16.1,2,2
1693005160,487.3,25.8,7.4,5.3,25.2,26.5,2,3
1693005161,487.3,18.6,2.5,0.2,11.4,12.3,1,1
1693005162,293.7,20.6,2.1,1.5,13.1,13.2,1,2
1693005163,694.3,14.8,7.0,0.7,23.3,24.5,2,2
1693005164,460.6,20.0,3.4,0.5,6.9,7.6,1,1
1693005165,767.7,32.9,4.2,0.9,37.5,41.2,2,4
1693005166,357.2,9.8,1.5,0.2,8.4,8.9,1,1
1693005167,727.7,49.4,4.7,3.3,50.2,54.6,3,6
1693005168,4379.3,0.0,75.4,541.7,310.3,317.0,6,10
1693005169,847.8,3.8,16.1,3.3,67.9,89.8,4,9
1693005170,220.3,20.2,2.9,0.5,4.5,6.9,1,1
1693005171,934.6,5.0,14.7,8.4,46.5,50.9,3,5
1693005172,594.1,0.7,23.3,11.9,57.3,58.7,3,7
1693005173,694.3,14.8,7.0,0.7,23.3,24.5,2,2
1693005174,694.3,14.8,7.0,0.7,23.3,24.5,2,2
1693005175,554.1,9.8,12.2,13.1,18.5,20.9,2,2
1693005176,480.7,0.0,34.6,48.2,43.3,44.2,3,5
1693005177,427.3,15.7,6.3,2.4,11.5,12.2,1,1
1693005178,934.6,5.0,14.7,8.4,46.5,50.9,3,5
1693005179,594.1,0.7,23.3,11.9,57.3,58.7,3,7
1693005180,494.0,21.5,5.0,1.9,19.2,24.0,2,2
1693005181,417.2,30.8,8.9,1.4,14.4,19.1,1,2
1693005182,237.0,29.7,1.0,0.1,5.6,6.5,1,1
1693005183,176.9,55.8,0.2,0.0,2.0,2.6,1,1
1693005184,814.4,0.2,17.0,4.7,67.1,90.7,4,9
1693005185,1014.7,1.2,13.5,2.2,72.2,90.5,4,10
1693005186,397.2,4.1,8.7,1.6,20.8,27.6,2,2
1693005187,420.6,27.5,5.9,1.1,15.5,18.8,2,2
1693005188,163.6,68.7,1.1,0.2,1.9,2.3,1,1
1693005189,237.0,29.7,1.0,0.1,5.6,6.5,1,1
1693005190,196.9,60.1,1.4,0.6,3.8,6.0,1,1
1693005191,393.9,23.3,2.3,0.4,3.8,4.4,1,1
1693005192,185.3,35.4,0.9,0.8,0.7,1.2,1,1
1693005193,594.1,2.0,11.1,4.5,22.8,27.3,2,2
1693005194,188.6,41.5,0.6,0.5,1.4,2.4,1,1
1693005195,198.6,35.4,2.9,1.5,1.0,2.0,1,1
1693005196,186.9,40.8,0.9,0.4,1.1,1.6,1,1
1693005197,253.7,24.0,8.0,4.7,3.4,4.3,1,1
1693005198,195.3,31.8,1.2,0.4,1.0,1.3,1,1
1693005199,188.6,35.1,0.6,0.3,0.9,1.9,1,1
1693005200,203.6,36.5,1.9,2.3,1.8,2.7,1,1
1693005201,240.3,24.0,3.9,3.9,2.9,4.4,1,1
1693005202,320.4,15.4,7.0,3.5,7.5,9.3,1,1
1693005203,201.9,28.6,1.9,1.7,1.4,2.3,1,1
1693005204,287.1,21.5,7.3,6.6,7.5,8.8,1,1
1693005205,173.6,41.8,0.1,0.3,1.6,3.5,1,1
1693005206,620.8,9.0,13.5,3.2,28.3,30.3,2,3
1693005207,347.1,9.7,9.4,2.4,8.3,13.7,1,1
1693005208,400.5,8.2,11.0,5.8,11.6,17.2,1,1
1693005209,607.5,0.3,33.2,49.1,27.9,34.6,2,3
1693005210,507.4,15.9,8.8,2.9,17.6,23.6,2,2
1693005211,377.2,28.6,7.5,0.9,15.1,20.1,1,2
1693005212,907.9,43.6,8.1,1.2,67.9,70.3,4,9
1693005213,600.8,5.2,24.0,16.9,29.9,34.5,2,3
1693005214,607.5,0.3,33.2,49.1,27.9,34.6,2,3
1693005215,433.9,8.9,11.0,4.5,13.7,19.2,1,2
1693005216,487.3,3.8,13.5,10.5,21.6,26.8,2,2
1693005217,1895.9,0.0,39.8,270.8,89.2,95.4,4,10
1693005218,854.5,8.1,8.7,1.0,47.2,51.9,3,5
1693005219,297.1,19.5,7.3,4.8,7.3,12.3,1,1
1693005220,574.1,16.5,10.9,0.9,61.7,73.9,3,8
1693005221,574.1,16.5,10.9,0.9,61.7,73.9,3,8
1693005222,1415.3,0.4,23.0,7.9,158.1,179.5,5,10
1693005223,1255.0,12.3,18.2,4.3,149.1,169.9,4,10
1693005224,1642.2,3.3,23.0,1.9,199.3,226.7,5,10
1693005225,961.3,3.4,10.9,1.1,119.8,138.7,4,10
1693005226,1054.8,1.4,13.5,2.1,133.2,146.9,4,10
1693005227,894.6,25.4,7.7,1.1,134.3,144.7,4,10
1693005228,1255.0,20.2,17.5,2.5,154.0,175.7,5,10
1693005229,854.5,22.9,12.0,2.0,148.6,165.2,4,10
1693005230,1361.9,3.3,21.6,4.8,189.3,215.5,5,10
1693005231,1455.3,2.2,20.9,3.7,211.0,236.3,5,10
1693005232,781.1,32.2,9.0,2.1,147.8,163.0,4,10
1693005233,881.2,20.9,11.0,1.4,146.6,161.0,4,10
1693005234,834.5,31.8,13.2,3.9,165.0,182.8,5,10
1693005235,847.8,3.8,16.1,3.3,67.9,89.8,4,9
1693005236,948.0,13.6,14.2,1.5,156.7,176.0,5,10
1693005237,767.7,32.5,8.9,2.8,122.3,140.5,4,10
1693005238,921.3,15.2,12.5,1.8,117.8,128.3,4,10
1693005239,213.6,25.8,2.5,0.6,1.6,2.3,1,1
1693005240,227.0,24.0,2.9,1.2,2.4,3.2,1,1
1693005241,233.7,27.9,3.3,0.8,3.8,5.7,1,1
1693005242,200.3,14.0,1.9,0.2,1.3,1.8,1,1
1693005243,195.3,25.4,2.2,0.5,1.0,1.5,1,1
1693005244,185.3,25.8,1.2,0.2,1.2,1.5,1,1
1693005245,243.7,28.6,4.5,1.0,3.6,5.4,1,1
1693005246,240.3,26.5,4.5,1.2,1.9,2.8,1,1
1693005247,195.3,20.9,1.9,0.4,2.6,3.3,1,1
1693005248,327.1,61.5,2.2,3.8,13.6,14.4,1,2
1693005249,233.7,31.5,4.8,2.3,6.7,11.1,1,1
1693005250,191.9,22.5,2.2,0.3,2.1,2.7,1,1
1693005251,185.3,35.1,0.2,0.1,0.8,1.1,1,1
1693005252,205.3,24.3,2.4,1.2,2.1,3.1,1,1
1693005253,181.9,24.3,1.3,0.1,0.6,0.8,1,1
1693005254,210.3,21.6,2.4,0.2,1.2,1.7,1,1
1693005255,198.6,20.4,6.0,7.9,2.2,3.6,1,1
1693005256,243.7,20.9,4.3,0.5,2.0,2.9,1,1
1693005257,205.3,24.3,2.3,0.4,0.9,1.6,1,1
1693005258,198.6,21.6,1.5,0.3,3.8,4.5,1,1
1693005259,193.6,22.9,2.0,0.5,1.6,2.4,1,1
1693005260,230.3,45.1,1.7,1.7,6.4,6.7,1,1
1693005261,267.0,14.8,14.2,10.1,18.0,20.6,2,2
1693005262,310.4,51.5,3.2,6.3,18.2,21.7,2,2
1693005263,208.6,29.0,4.0,2.0,5.0,8.6,1,1
1693005264,270.4,30.0,5.8,4.8,11.6,17.9,1,1
1693005265,188.6,23.6,2.8,0.9,3.6,4.7,1,1
1693005266,297.1,36.5,4.9,10.3,18.7,19.5,2,2
1693005267,273.7,48.6,7.9,17.4,27.3,29.5,2,3
1693005268,227.0,27.5,5.4,5.5,5.2,6.2,1,1
1693005269,273.7,57.2,5.0,10.9,25.9,27.2,2,3
1693005270,247.0,29.3,4.2,3.5,5.1,5.7,1,1
1693005271,198.6,36.8,0.7,0.5,3.2,4.1,1,1
1693005272,181.9,26.5,0.9,0.1,3.6,4.5,1,1
1693005273,185.3,24.7,1.1,0.4,2.7,3.6,1,1
1693005274,230.3,45.1,1.7,1.7,6.4,6.7,1,1
1693005275,227.0,18.6,5.2,4.4,10.4,13.3,1,1
1693005276,273.7,52.9,1.8,1.7,17.1,17.8,2,2
1693005277,198.6,26.1,3.6,5.0,7.3,8.5,1,1
1693005278,180.2,36.8,0.1,0.2,6.6,8.0,1,1
1693005279,417.2,37.6,4.8,4.8,18.8,19.2,2,2
1693005280,212.0,47.2,1.2,0.6,5.7,7.2,1,1
1693005281,247.0,40.1,8.1,15.7,17.6,19.9,2,2
1693005282,867.8,11.0,8.8,2.3,30.1,32.3,2,3
1693005283,303.8,27.9,9.0,7.2,18.0,22.2,2,2
1693005284,207.0,36.8,2.3,0.9,3.1,4.4,1,1
1693005285,195.3,33.3,1.2,1.6,7.1,14.1,1,1
1693005286,257.0,27.5,7.9,9.8,12.6,19.2,1,2
1693005287,620.8,7.4,9.8,7.5,31.5,35.3,2,3
1693005288,620.8,9.0,13.5,3.2,28.3,30.3,2,3
1693005289,440.6,7.6,10.5,5.2,22.7,24.0,2,2
1693005290,283.7,20.0,3.1,1.5,4.1,4.3,1,1
1693005291,454.0,5.4,17.0,17.9,35.8,37.0,2,3
1693005292,467.3,7.3,9.2,6.5,21.0,23.9,2,2
1693005293,474.0,8.9,11.0,3.7,24.4,27.1,2,3
1693005294,380.5,18.1,5.4,1.6,12.5,14.6,1,2
1693005295,293.7,20.6,2.1,1.5,13.1,13.2,1,2
1693005296,347.1,26.8,4.5,2.1,9.2,10.3,1,1
1693005297,367.2,12.9,16.6,19.3,25.2,26.2,2,3
1693005298,387.2,12.5,4.9,1.6,12.7,14.7,1,2
