last_updated_epoch,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index
1693009136,454.0,26.1,7.9,3.1,24.4,25.8,2,3
1693009137,383.9,94.4,9.8,3.3,35.9,79.7,2,3
1693009138,193.6,55.1,0.5,0.1,7.6,33.5,1,1
1693009139,303.8,93.0,2.9,3.1,32.8,69.8,2,3
1693009140,761.0,130.2,6.3,1.9,74.8,84.1,4,10
1693009141,223.6,88.7,2.0,1.7,14.0,36.4,1,2
1693009142,203.6,54.4,1.6,0.7,7.8,25.0,1,1
1693009143,761.0,141.6,7.7,5.7,96.7,110.2,4,10
1693009144,250.3,69.4,3.9,3.0,7.5,15.7,1,1
1693009145,310.4,120.2,3.2,3.0,27.0,60.5,2,3
1693009146,212.0,79.4,0.6,0.8,23.7,91.2,2,2
1693009147,297.1,46.5,2.9,1.0,9.8,13.7,1,1
1693009148,270.4,50.8,5.4,1.1,6.4,11.2,1,1
1693009149,297.1,55.8,11.3,2.0,18.3,37.3,2,2
1693009150,273.7,52.2,6.7,1.9,17.3,37.5,2,2
1693009151,1028.1,41.1,32.2,22.7,48.6,85.6,3,6
1693009152,313.8,41.1,8.0,2.4,14.3,35.4,1,2
1693009153,257.0,38.6,6.3,0.7,7.5,14.8,1,1
1693009154,257.0,41.1,3.6,1.4,8.5,15.9,1,1
1693009155,227.0,81.5,2.3,0.9,9.6,20.2,1,1
1693009156,1028.1,29.3,24.3,6.9,36.6,43.4,2,4
1693009157,257.0,38.3,4.6,0.8,7.4,15.1,1,1
1693009158,333.8,33.3,10.0,1.0,10.6,17.2,1,1
1693009159,357.2,101.6,5.0,2.4,36.7,77.4,2,4
1693009160,303.8,30.0,11.7,1.0,7.8,18.6,1,1
1693009161,547.4,40.8,13.7,1.9,27.1,36.5,2,3
1693009162,303.8,30.0,11.7,1.0,7.8,18.6,1,1
1693009163,440.6,40.4,14.4,3.1,15.7,21.1,2,2
1693009164,397.2,35.8,14.2,2.0,11.4,17.7,1,1
1693009165,410.6,48.6,12.5,3.2,14.8,19.9,1,2
1693009166,400.5,13.4,9.9,2.0,7.6,13.7,1,1
1693009167,263.7,58.7,5.9,2.6,4.3,6.3,1,1
1693009168,253.7,38.3,4.0,1.4,1.8,3.0,1,1
1693009169,277.0,64.4,6.4,4.1,10.3,15.5,1,1
1693009170,270.4,25.4,7.5,3.6,2.4,4.0,1,1
1693009171,317.1,19.5,10.2,5.5,5.0,7.5,1,1
1693009172,587.5,13.1,21.6,4.4,17.2,27.6,2,2
1693009173,290.4,30.0,7.5,2.7,3.7,5.3,1,1
1693009174,270.4,25.4,7.5,3.6,2.4,4.0,1,1
1693009175,370.5,4.7,11.7,1.8,6.5,16.9,1,1
1693009176,247.0,24.3,6.1,1.5,1.9,3.5,1,1
1693009177,303.8,29.3,10.0,2.3,2.9,5.1,1,1
1693009178,634.2,9.9,27.1,5.8,20.4,29.6,2,2
1693009179,1562.1,0.0,20.2,9.3,104.3,135.5,4,10
1693009180,1321.8,9.5,18.5,5.8,57.8,76.6,3,7
1693009181,1428.6,0.0,26.7,7.2,115.6,145.9,4,10
1693009182,921.3,8.5,19.2,4.7,39.3,51.4,2,4
1693009183,1495.4,19.3,25.4,13.7,90.6,113.7,4,10
1693009184,907.9,32.2,13.0,4.9,36.9,45.1,2,4
1693009185,1588.8,7.5,29.1,14.4,97.9,120.9,4,10
1693009186,1068.1,5.2,39.8,46.3,63.5,73.0,3,8
1693009187,1121.5,10.5,30.9,13.2,61.5,73.0,3,8
1693009188,1295.1,0.0,31.5,6.9,106.6,121.2,4,10
1693009189,1468.7,0.0,43.9,22.4,127.2,174.7,4,10
1693009190,1041.4,1.0,19.9,3.6,39.5,55.1,2,4
1693009191,1335.1,0.0,18.2,13.0,87.8,111.8,4,10
1693009192,921.3,28.6,16.3,12.4,32.6,41.1,2,3
1693009193,988.0,31.1,19.5,3.8,28.7,35.2,2,3
1693009194,1361.9,1.0,36.7,13.2,88.3,110.8,4,10
1693009195,1295.1,6.0,27.1,4.6,57.9,81.4,3,7
1693009196,1121.5,11.8,25.0,18.8,58.8,76.9,3,7
1693009197,974.7,4.7,21.4,6.2,46.6,62.5,3,5
1693009198,1735.7,1.1,43.2,15.3,89.4,119.9,4,10
1693009199,1295.1,6.0,27.1,4.6,57.9,81.4,3,7
1693009200,921.3,3.2,13.4,3.2,33.1,52.4,2,3
1693009201,1121.5,15.6,16.1,3.9,33.2,44.8,2,3
1693009202,1522.1,19.3,34.6,23.4,62.3,90.4,3,8
1693009203,1228.3,17.9,14.2,5.8,69.5,92.8,4,9
1693009204,1361.9,9.8,20.2,5.8,82.2,110.2,4,10
1693009205,687.6,127.3,7.3,7.9,71.5,76.2,4,10
1693009206,961.3,32.5,13.2,4.8,46.1,64.3,3,5
1693009207,1295.1,8.4,23.3,7.4,82.2,115.3,4,10
1693009208,988.0,44.0,13.0,4.2,61.4,75.0,3,8
1693009209,1201.6,5.0,27.1,7.2,62.5,90.4,3,8
1693009210,701.0,0.0,16.6,19.8,78.3,83.5,4,10
1693009211,988.0,27.5,26.1,19.1,62.7,71.4,3,8
1693009212,1134.9,20.9,13.9,4.2,51.0,65.0,3,6
1693009213,754.4,10.6,27.4,8.7,61.9,89.2,3,8
1693009214,1054.8,15.9,12.5,2.4,39.1,48.0,2,4
1693009215,1228.3,56.5,26.7,12.0,105.8,118.8,4,10
1693009216,827.8,39.3,11.7,3.6,34.6,41.8,2,3
1693009217,1468.7,3.5,31.5,8.8,91.8,124.0,4,10
1693009218,974.7,24.7,18.0,5.2,45.7,59.8,3,5
1693009219,747.7,57.9,5.4,1.3,17.5,19.6,2,2
1693009220,988.0,27.5,26.1,19.1,62.7,71.4,3,8
1693009221,1321.8,8.4,27.4,9.7,69.3,105.6,4,9
1693009222,1522.1,14.3,48.7,12.9,75.0,101.3,4,10
1693009223,1228.3,15.6,23.7,6.9,94.3,122.6,4,10
1693009224,1161.6,24.3,28.5,8.4,77.3,99.6,4,10
1693009225,1001.4,56.5,7.9,3.1,40.0,49.5,2,4
1693009226,1041.4,1.0,19.9,3.6,39.5,55.1,2,4
1693009227,1668.9,10.6,35.3,23.8,114.9,172.7,4,10
1693009228,934.6,36.1,18.5,7.1,48.0,64.2,3,6
1693009229,1442.0,12.5,36.7,12.4,99.9,122.1,4,10
1693009230,1695.6,7.1,38.7,8.6,126.6,157.4,4,10
1693009231,1508.7,0.8,23.7,10.0,57.2,79.1,3,7
1693009232,1588.8,7.1,39.1,17.6,61.0,79.1,3,8
1693009233,807.8,0.5,45.9,34.3,38.4,50.4,2,4
1693009234,627.5,8.5,27.8,2.2,21.1,30.7,2,2
1693009235,474.0,31.5,13.5,3.8,14.0,20.8,1,2
1693009236,834.5,42.2,43.9,33.4,44.9,52.1,3,5
1693009237,253.7,58.7,5.2,3.7,7.0,14.0,1,1
1693009238,400.5,48.6,12.3,3.2,10.3,13.1,1,1
1693009239,270.4,38.3,6.5,3.5,3.7,5.8,1,1
1693009240,1068.1,16.5,17.0,6.8,56.0,73.7,3,7
1693009241,1228.3,56.5,26.7,12.0,105.8,118.8,4,10
1693009242,821.1,30.4,6.9,1.3,18.9,22.1,2,2
1693009243,834.5,35.4,5.9,2.2,31.7,38.8,2,3
1693009244,834.5,27.9,8.1,4.8,21.6,24.0,2,2
1693009245,894.6,40.1,12.3,7.8,56.0,68.3,3,7
1693009246,300.4,29.7,8.8,2.2,3.2,5.3,1,1
1693009247,330.5,21.1,13.0,4.6,5.1,8.5,1,1
1693009248,310.4,15.2,7.5,4.2,5.0,7.8,1,1
1693009249,333.8,32.9,10.6,1.9,9.8,14.6,1,1
1693009250,747.7,56.5,13.5,2.7,23.6,28.6,2,2
1693009251,343.8,28.6,24.3,22.2,24.2,30.3,2,3
1693009252,907.9,27.9,15.8,2.4,27.5,35.3,2,3
1693009253,300.4,44.0,8.7,2.0,10.1,23.7,1,1
1693009254,270.4,34.7,4.7,1.2,6.7,11.1,1,1
1693009255,627.5,42.2,9.5,1.5,28.3,33.5,2,3
1693009256,320.4,26.1,9.4,3.8,6.9,10.0,1,1
1693009257,243.7,30.4,3.0,1.0,2.9,3.3,1,1
1693009258,257.0,35.1,2.2,0.7,4.0,5.0,1,1
1693009259,263.7,31.5,3.2,1.1,3.7,4.7,1,1
1693009260,293.7,42.9,4.5,1.8,8.4,10.6,1,1
1693009261,393.9,26.5,12.0,6.0,7.0,11.4,1,1
1693009262,247.0,25.0,4.3,2.3,5.3,5.8,1,1
1693009263,237.0,29.3,1.7,0.3,2.0,2.5,1,1
1693009264,253.7,34.0,1.8,0.6,3.2,3.9,1,1
1693009265,270.4,28.3,5.3,6.3,4.1,5.5,1,1
1693009266,293.7,42.9,4.5,1.8,8.4,10.6,1,1
1693009267,580.8,0.7,14.1,2.0,20.7,32.5,2,2
1693009268,317.1,34.7,4.9,1.9,12.2,15.9,1,2
1693009269,367.2,25.8,7.4,2.9,8.4,13.0,1,1
1693009270,330.5,22.0,9.1,3.0,6.7,10.6,1,1
1693009271,290.4,38.6,7.8,3.0,6.6,10.2,1,1
1693009272,297.1,23.3,6.7,1.7,3.6,7.6,1,1
1693009273,280.4,3.6,1.3,0.6,2.8,4.0,1,1
1693009274,1401.9,32.2,53.5,11.8,75.9,98.1,4,10
1693009275,520.7,15.9,13.4,4.8,15.4,41.7,1,2
1693009276,1762.4,26.5,69.2,26.0,77.8,106.9,4,10
1693009277,794.4,25.4,11.7,2.9,30.8,46.7,2,3
1693009278,350.5,32.9,5.1,1.0,13.6,16.3,1,2
1693009279,627.5,1.9,16.8,3.9,19.8,27.2,2,2
1693009280,1308.4,11.4,22.3,8.1,70.3,95.2,4,9
1693009281,1949.3,0.0,67.2,85.8,96.0,118.9,4,10
1693009282,2937.3,0.0,60.3,74.4,170.1,214.9,5,10
1693009283,2643.6,0.0,67.9,79.2,178.4,246.4,5,10
1693009284,467.3,30.0,8.8,3.1,15.8,19.4,2,2
1693009285,290.4,30.0,9.3,1.9,3.9,7.5,1,1
1693009286,1668.9,10.6,35.3,23.8,114.9,172.7,4,10
1693009287,320.4,0.7,4.2,0.7,7.7,10.5,1,1
1693009288,547.4,35.1,14.2,4.8,15.8,22.0,2,2
1693009289,263.7,30.0,6.7,2.3,3.8,4.8,1,1
1693009290,243.7,45.1,2.6,1.7,9.8,13.7,1,1
1693009291,440.6,22.7,2.0,0.3,17.2,18.1,2,2
1693009292,350.5,15.9,6.5,1.4,24.2,25.3,2,3
1693009293,287.1,23.6,2.4,0.4,3.9,4.2,1,1
1693009294,297.1,16.3,3.7,0.9,8.6,8.8,1,1
1693009295,367.2,14.1,3.5,1.2,15.6,16.6,2,2
1693009296,340.5,36.8,2.8,0.6,9.8,10.2,1,1
1693009297,647.5,26.1,3.9,2.1,11.1,11.9,1,1
1693009298,363.8,5.7,2.8,0.4,13.2,14.6,1,2
1693009299,794.4,29.0,3.1,0.5,23.4,24.5,2,2
1693009300,263.7,44.4,1.9,0.8,12.2,13.7,1,2
1693009301,961.3,20.9,7.5,3.7,48.7,50.9,3,6
1693009302,480.7,6.5,23.0,12.2,24.7,25.1,2,3
1693009303,580.8,14.5,4.3,1.1,7.5,8.0,1,1
1693009304,220.3,10.5,6.4,4.0,12.0,13.2,1,2
1693009305,854.5,27.9,4.3,1.8,40.3,42.0,2,4
1693009306,794.4,29.0,3.1,0.5,23.4,24.5,2,2
1693009307,287.1,48.6,2.3,1.8,19.3,21.1,2,2
1693009308,333.8,39.3,3.5,3.2,33.4,40.6,2,3
1693009309,330.5,13.2,5.0,1.9,12.1,12.6,1,2
1693009310,514.0,10.1,3.4,0.5,24.2,25.2,2,3
1693009311,293.7,26.5,5.7,0.4,9.2,13.9,1,1
1693009312,814.4,6.8,10.3,5.2,43.4,45.2,3,5
1693009313,310.4,29.3,3.2,2.3,30.6,32.3,2,3
1693009314,253.7,37.2,2.3,0.9,4.9,5.5,1,1
1693009315,267.0,32.5,2.7,0.3,7.9,12.4,1,1
1693009316,220.3,10.5,6.4,4.0,12.0,13.2,1,2
1693009317,367.2,12.2,8.9,2.9,35.2,40.0,2,3
1693009318,1094.8,1.6,12.2,1.7,50.5,61.2,3,6
1693009319,1108.2,2.3,7.6,1.0,45.1,51.3,3,5
1693009320,330.5,5.2,20.4,13.5,39.3,48.5,2,4
1693009321,447.3,32.2,1.6,0.2,3.3,3.5,1,1
1693009322,290.4,22.9,2.7,1.0,10.6,11.0,1,1
1693009323,600.8,15.6,7.0,9.1,12.3,12.7,1,2
1693009324,961.3,3.0,6.6,1.0,50.5,58.0,3,6
1693009325,734.3,26.8,2.3,1.0,15.4,15.9,1,2
1693009326,357.2,30.0,4.4,3.8,37.1,43.7,2,4
1693009327,701.0,6.1,23.7,12.5,47.9,50.1,3,5
1693009328,774.4,19.1,4.5,0.8,35.5,36.9,2,3
1693009329,250.3,8.1,8.3,7.1,19.1,22.8,2,2
1693009330,333.8,36.8,2.9,0.7,11.1,11.7,1,1
1693009331,600.8,8.5,7.2,0.5,36.3,44.5,2,4
1693009332,614.2,11.3,5.0,3.0,13.4,13.8,1,2
1693009333,257.0,27.2,2.4,0.3,5.3,6.2,1,1
1693009334,380.5,6.8,2.7,0.2,22.8,24.3,2,2
1693009335,821.1,12.5,5.1,1.3,26.0,27.5,2,3
1693009336,300.4,18.6,7.0,4.4,18.4,19.2,2,2
1693009337,527.4,6.0,32.6,20.3,28.4,29.0,2,3
1693009338,567.4,0.3,34.3,23.1,77.8,82.0,4,10
1693009339,350.5,15.9,6.5,1.4,24.2,25.3,2,3
1693009340,201.9,23.6,1.7,2.0,13.9,18.6,1,2
1693009341,961.3,5.6,28.5,6.0,39.2,44.0,2,4
1693009342,827.8,45.8,4.8,2.8,62.0,64.6,3,8
1693009343,480.7,24.0,9.9,0.8,13.0,16.6,1,2
1693009344,961.3,5.6,28.5,6.0,39.2,44.0,2,4
1693009345,423.9,28.3,2.3,1.0,10.7,12.0,1,1
1693009346,574.1,30.0,8.1,0.4,14.3,16.1,1,2
1693009347,714.3,26.5,10.1,2.9,24.2,31.4,2,3
1693009348,1014.7,39.0,4.9,4.3,68.2,72.3,4,9
1693009349,1001.4,11.4,12.9,2.6,83.2,98.9,4,10
1693009350,1054.8,14.0,26.7,3.8,78.6,98.2,4,10
1693009351,440.6,60.1,2.5,1.8,38.8,57.0,2,4
1693009352,1054.8,14.0,26.7,3.8,78.6,98.2,4,10
1693009353,1054.8,14.0,26.7,3.8,78.6,98.2,4,10
1693009354,1001.4,11.4,12.9,2.6,83.2,98.9,4,10
1693009355,165.2,65.8,0.6,0.0,10.9,15.4,1,1
1693009356,727.7,45.8,11.8,3.8,64.1,84.5,3,8
1693009357,574.1,95.8,1.1,0.5,28.5,31.1,2,3
1693009358,727.7,45.8,11.8,3.8,64.1,84.5,3,8
1693009359,687.6,52.9,7.3,3.7,42.1,48.7,3,5
1693009360,727.7,45.8,11.8,3.8,64.1,84.5,3,8
1693009361,1001.4,11.4,12.9,2.6,83.2,98.9,4,10
1693009362,727.7,45.8,11.8,3.8,64.1,84.5,3,8
1693009363,1081.5,1.9,12.9,0.6,46.8,49.7,3,5
1693009364,547.4,83.7,2.9,3.6,47.3,62.0,3,5
1693009365,1001.4,11.4,12.9,2.6,83.2,98.9,4,10
1693009366,807.8,12.5,11.0,1.0,26.6,34.3,2,3
1693009367,283.7,79.4,0.5,0.3,31.3,40.4,2,3
1693009368,620.8,46.5,2.9,0.4,29.0,31.8,2,3
1693009369,188.6,29.0,0.1,0.2,9.7,13.7,1,1
1693009370,183.6,31.5,0.2,0.5,11.2,16.6,1,1
1693009371,213.6,19.3,3.7,2.6,12.1,17.0,1,2
1693009372,260.4,58.7,3.3,0.9,11.9,27.2,1,1
1693009373,267.0,17.7,5.3,2.9,10.0,14.9,1,1
1693009374,1215.0,26.1,13.7,6.9,96.0,103.7,4,10
1693009375,223.6,14.5,8.0,7.5,17.1,26.5,2,2
1693009376,277.0,20.7,6.1,3.3,12.5,20.1,1,2
1693009377,198.6,22.5,1.3,0.6,16.2,21.3,2,2
1693009378,330.5,5.2,20.4,13.5,39.3,48.5,2,4
1693009379,200.3,22.7,1.2,0.7,14.6,20.8,1,2
1693009380,223.6,23.3,1.9,0.8,8.9,22.6,1,1
1693009381,220.3,25.8,2.1,0.5,10.9,25.7,1,1
1693009382,220.3,18.8,3.1,1.5,11.6,17.2,1,1
1693009383,183.6,31.5,0.2,0.5,11.2,16.6,1,1
1693009384,198.6,19.3,1.5,0.4,14.2,17.1,1,2
1693009385,191.9,31.1,0.2,0.3,9.5,23.3,1,1
1693009386,186.9,27.5,0.3,0.3,10.7,14.8,1,1
1693009387,186.9,27.5,0.3,0.3,10.7,14.8,1,1
1693009388,205.3,23.3,7.4,6.1,15.6,26.2,2,2
1693009389,188.6,25.4,0.5,0.4,12.4,16.4,1,2
1693009390,188.6,29.0,0.1,0.2,9.7,13.7,1,1
1693009391,237.0,21.3,2.8,1.6,8.4,17.0,1,1
1693009392,213.6,22.2,4.7,4.3,14.3,24.8,1,2
1693009393,280.4,18.1,7.2,4.4,13.9,22.3,1,2
1693009394,188.6,29.0,0.1,0.2,9.7,13.7,1,1
1693009395,427.3,22.9,7.6,1.7,15.2,21.4,1,2
1693009396,514.0,14.3,12.7,8.4,41.0,43.8,3,4
1693009397,487.3,8.3,39.8,32.0,20.1,24.5,2,2
1693009398,253.7,29.0,4.3,2.6,2.0,2.9,1,1
1693009399,363.8,14.1,11.3,2.8,4.1,6.2,1,1
1693009400,500.7,6.1,7.9,0.7,21.3,28.8,2,2
1693009401,270.4,12.7,9.8,6.1,3.4,6.0,1,1
1693009402,307.1,20.4,6.2,2.1,4.4,7.1,1,1
1693009403,280.4,22.5,5.7,1.1,7.2,11.5,1,1
1693009404,223.6,19.5,2.5,0.4,1.1,2.3,1,1
1693009405,627.5,12.3,12.9,4.3,40.9,46.9,3,4
1693009406,247.0,19.9,4.5,1.5,1.7,3.2,1,1
1693009407,534.1,36.8,5.1,3.0,32.1,35.5,2,3
1693009408,574.1,16.5,8.6,4.9,46.7,49.5,3,5
1693009409,500.7,42.9,3.2,2.9,26.2,27.2,2,3
1693009410,560.8,24.7,3.6,0.9,30.1,33.2,2,3
1693009411,787.7,35.4,12.9,25.5,85.5,88.5,4,10
1693009412,433.9,44.0,4.8,5.1,47.1,50.2,3,5
1693009413,423.9,37.6,2.1,1.2,30.5,33.1,2,3
1693009414,420.6,53.6,2.7,2.0,36.6,40.4,2,4
1693009415,474.0,50.1,4.5,6.3,49.7,52.8,3,6
1693009416,961.3,31.1,11.1,19.8,58.6,60.2,3,7
1693009417,527.4,53.6,5.5,2.5,32.2,39.5,2,3
1693009418,433.9,36.8,12.7,16.2,35.1,41.4,2,3
1693009419,554.1,35.8,12.7,17.2,57.6,61.9,3,7
1693009420,500.7,21.8,14.6,14.7,45.2,51.9,3,5
1693009421,500.7,37.2,12.5,19.6,61.1,65.1,3,8
1693009422,474.0,48.6,4.3,5.8,48.0,52.9,3,6
1693009423,948.0,34.0,11.0,16.9,54.4,55.5,3,7
1693009424,787.7,35.4,12.9,25.5,85.5,88.5,4,10
1693009425,547.4,40.4,3.4,2.0,37.5,39.2,2,4
1693009426,787.7,35.4,12.9,25.5,85.5,88.5,4,10
1693009427,1215.0,10.7,21.3,7.4,107.1,133.0,4,10
1693009428,607.5,40.4,8.2,5.3,38.0,47.6,2,4
1693009429,627.5,34.7,6.4,2.9,37.5,43.8,2,4
1693009430,607.5,37.6,4.7,1.4,35.2,39.8,2,3
1693009431,547.4,43.6,6.5,4.8,43.2,49.0,3,5
1693009432,433.9,36.8,12.7,16.2,35.1,41.4,2,3
1693009433,237.0,8.7,8.7,5.3,8.2,8.9,1,1
1693009434,794.4,19.3,11.5,3.8,64.8,76.9,3,8
1693009435,741.0,57.2,3.3,1.6,50.9,55.3,3,6
1693009436,921.3,29.3,18.2,11.1,75.1,84.6,4,10
1693009437,474.0,50.1,4.5,6.3,49.7,52.8,3,6
1693009438,403.9,52.2,1.7,1.1,33.8,47.9,2,3
1693009439,607.5,54.4,5.1,3.3,46.4,51.1,3,5
1693009440,847.8,27.9,9.7,3.9,49.0,57.2,3,6
1693009441,847.8,32.5,13.2,8.8,58.4,64.7,3,7
1693009442,767.7,27.9,8.9,5.4,47.0,56.7,3,5
1693009443,1121.5,7.3,14.7,4.1,77.3,89.5,4,10
1693009444,600.8,62.9,4.4,2.9,43.7,48.0,3,5
1693009445,607.5,54.4,5.1,3.3,46.4,51.1,3,5
1693009446,1068.1,18.8,19.9,11.1,101.0,122.9,4,10
1693009447,600.8,8.8,11.0,2.1,33.1,34.2,2,3
1693009448,627.5,57.2,10.0,9.3,51.4,57.1,3,6
1693009449,620.8,53.6,9.2,6.6,52.0,59.6,3,6
1693009450,894.6,8.6,10.8,2.7,73.7,82.2,4,10
1693009451,654.2,35.8,10.7,7.8,45.0,56.7,3,5
1693009452,654.2,35.8,10.7,7.8,45.0,56.7,3,5
1693009453,767.7,27.9,8.9,5.4,47.0,56.7,3,5
1693009454,614.2,46.5,8.7,6.4,44.9,53.9,3,5
1693009455,701.0,13.8,8.5,1.6,60.9,75.0,3,8
1693009456,614.2,46.5,8.7,6.4,44.9,53.9,3,5
1693009457,674.3,33.6,9.2,3.7,36.9,46.2,2,4
1693009458,1134.9,5.4,31.9,26.9,46.6,58.6,3,5
1693009459,1255.0,5.6,15.1,2.7,83.6,97.2,4,10
1693009460,921.3,13.2,10.4,1.3,30.1,40.2,2,3
1693009461,1201.6,5.1,37.4,21.2,50.9,62.3,3,6
1693009462,988.0,22.9,9.8,1.8,42.9,49.6,3,5
1693009463,1215.0,1.7,30.9,9.9,132.4,145.4,4,10
1693009464,2189.6,0.0,45.9,25.3,134.5,175.0,4,10
1693009465,1335.1,1.0,17.5,3.2,115.9,127.6,4,10
1693009466,1735.7,0.0,66.5,24.3,175.1,195.2,5,10
1693009467,2029.4,0.0,39.1,14.2,181.1,220.2,5,10
1693009468,934.6,22.2,10.2,2.4,35.2,41.2,2,3
1693009469,1228.3,14.1,39.4,18.6,134.8,147.1,4,10
1693009470,1682.3,0.0,30.5,34.8,82.9,108.2,4,10
1693009471,934.6,48.6,11.5,9.7,98.9,106.9,4,10
1693009472,1174.9,5.5,36.7,10.6,66.0,74.8,4,9
1693009473,974.7,20.0,10.4,2.6,39.0,45.3,2,4
1693009474,1054.8,12.7,24.0,4.6,44.6,53.9,3,5
1693009475,1241.7,17.0,15.6,4.3,110.2,122.4,4,10
1693009476,1054.8,29.0,13.2,4.4,69.9,84.3,4,9
1693009477,191.9,27.2,0.8,0.7,3.0,3.5,1,1
1693009478,247.0,42.2,0.3,0.2,2.0,4.0,1,1
1693009479,514.0,33.6,3.8,3.6,24.5,25.3,2,3
1693009480,240.3,30.4,2.3,0.4,1.8,3.3,1,1
1693009481,233.7,5.7,2.5,0.1,8.7,9.8,1,1
1693009482,827.8,2.7,14.6,3.6,37.0,48.3,2,4
1693009483,534.1,22.5,6.6,5.2,20.5,23.4,2,2
1693009484,560.8,36.8,7.4,1.8,27.8,34.0,2,3
1693009485,340.5,16.6,2.5,0.9,9.7,10.7,1,1
1693009486,423.9,1.3,4.7,1.1,12.6,15.5,1,2
1693009487,283.7,24.7,1.1,0.5,5.6,6.2,1,1
1693009488,433.9,0.9,5.1,0.5,11.6,13.8,1,1
1693009489,948.0,2.1,10.6,1.4,41.2,44.3,3,4
1693009490,827.8,2.7,14.6,3.6,37.0,48.3,2,4
1693009491,360.5,8.2,0.8,0.3,8.5,12.3,1,1
1693009492,201.9,12.7,1.3,0.3,5.9,6.9,1,1
1693009493,1001.4,15.9,12.9,2.1,51.0,57.2,3,6
1693009494,433.9,0.9,5.1,0.5,11.6,13.8,1,1
1693009495,827.8,2.7,14.6,3.6,37.0,48.3,2,4
1693009496,794.4,14.8,6.7,1.2,39.2,44.5,2,4
1693009497,934.6,8.7,13.5,2.0,49.5,55.2,3,6
1693009498,827.8,2.7,14.6,3.6,37.0,48.3,2,4
1693009499,614.2,10.7,5.7,0.9,32.2,34.6,2,3
1693009500,514.0,14.3,12.7,8.4,41.0,43.8,3,4
1693009501,373.8,27.9,9.7,4.1,11.3,16.2,1,1
1693009502,614.2,3.5,19.0,5.5,32.6,39.0,2,3
1693009503,220.3,27.2,2.0,1.8,2.4,2.9,1,1
1693009504,196.9,0.6,2.7,0.0,2.5,2.6,1,1
1693009505,180.2,0.1,2.3,0.1,3.4,3.6,1,1
1693009506,180.2,0.1,2.3,0.1,3.4,3.6,1,1
1693009507,196.9,0.6,2.7,0.0,2.5,2.6,1,1
1693009508,270.4,0.2,3.3,0.3,11.2,11.9,1,1
1693009509,270.4,0.2,3.3,0.3,11.2,11.9,1,1
1693009510,191.9,27.2,0.8,0.7,3.0,3.5,1,1
1693009511,227.0,13.4,2.6,0.2,3.0,3.7,1,1
1693009512,233.7,2.5,1.5,0.1,4.3,4.9,1,1
1693009513,921.3,0.1,38.4,55.8,50.5,55.9,3,6
1693009514,350.5,1.1,4.3,0.4,8.1,9.2,1,1
1693009515,233.7,2.9,1.8,0.2,5.8,7.4,1,1
1693009516,233.7,2.9,1.8,0.2,5.8,7.4,1,1
1693009517,233.7,2.9,1.8,0.2,5.8,7.4,1,1
1693009518,627.5,6.2,5.8,1.6,28.6,32.1,2,3
1693009519,300.4,3.5,0.7,0.2,9.6,11.3,1,1
1693009520,300.4,3.5,0.7,0.2,9.6,11.3,1,1
1693009521,277.0,6.4,4.7,1.2,6.3,7.2,1,1
1693009522,423.9,5.8,2.9,0.9,17.8,19.5,2,2
1693009523,317.1,4.3,1.1,0.2,8.2,9.7,1,1
1693009524,343.8,13.6,7.7,2.5,8.8,10.5,1,1
1693009525,423.9,5.8,2.9,0.9,17.8,19.5,2,2
1693009526,377.2,1.6,8.1,0.7,10.5,14.9,1,1
1693009527,377.2,1.6,8.1,0.7,10.5,14.9,1,1
1693009528,320.4,24.0,1.3,0.8,9.9,11.0,1,1
1693009529,233.7,16.6,3.7,0.8,1.8,2.8,1,1
1693009530,230.3,35.4,1.5,0.5,3.9,4.2,1,1
1693009531,494.0,12.2,8.4,1.6,22.6,23.7,2,2
1693009532,427.3,6.3,8.1,4.1,14.4,14.9,1,2
1693009533,240.3,20.9,4.5,3.2,10.3,10.5,1,1
1693009534,353.8,10.7,5.0,1.1,6.9,7.4,1,1
1693009535,403.9,50.8,1.2,0.7,15.3,15.8,1,2
1693009536,1121.5,0.0,13.4,4.4,58.2,68.3,3,7
1693009537,247.0,20.7,3.3,1.5,6.3,6.6,1,1
1693009538,393.9,13.2,6.0,0.3,17.7,25.2,2,2
1693009539,680.9,0.0,27.1,101.1,37.1,39.4,2,4
1693009540,781.1,41.5,7.4,3.5,46.9,55.6,3,5
1693009541,237.0,18.2,3.5,0.9,2.8,4.9,1,1
1693009542,487.3,11.0,8.1,3.5,17.8,19.4,2,2
1693009543,574.1,2.4,22.3,16.2,60.9,63.8,3,8
1693009544,353.8,10.7,5.0,1.1,6.9,7.4,1,1
1693009545,353.8,10.7,5.0,1.1,6.9,7.4,1,1
1693009546,427.3,16.6,3.6,1.5,17.0,17.9,2,2
1693009547,527.4,14.8,10.8,11.2,30.3,31.1,2,3
1693009548,948.0,34.0,11.0,16.9,54.4,55.5,3,7
1693009549,487.3,11.0,8.1,3.5,17.8,19.4,2,2
1693009550,574.1,2.4,22.3,16.2,60.9,63.8,3,8
1693009551,747.7,10.8,4.5,1.9,34.1,39.8,2,3
1693009552,707.6,8.6,29.8,3.7,28.2,35.4,2,3
1693009553,370.5,4.1,1.8,0.4,10.2,14.3,1,1
